Count,Hash,Compared Hash,Last Release,Next Release,Author's Name,Author's Date,Author's Date Short,Subject,Commit Message,Merge Commit,Merge Conflict,Files Changed,Insertions,Deletions,Sample Files,Sample Modified,Sample Added,Sample Deleted
126,67ef6a3aff81782f3faa1704ab70ab64a05e13b3,84696e079787463f3cbea6a09e7dffb5f5c0bd36,rxjava-0.10.1-0-g4a08f49b5,rxjava-0.11.0-0-gc258dac43,"Ben Christensen","2013-08-30T15:27:58-07:00","2013-08-30","Merge pull request #324 from benjchristensen/0.11-cleanup","Merge pull request #324 from benjchristensen/0.11-cleanup

0.11 Cleanup",1,0,32 ,301 ,50 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Scheduler.java rxjava-core/src/main/java/rx/Subscription.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java rxjava-core/src/main/java/rx/observables/GroupedObservable.java rxjava-core/src/main/java/rx/operators/OperationAll.java rxjava-core/src/main/java/rx/operators/OperationMulticast.java rxjava-core/src/main/java/rx/operators/OperationSubscribeOn.java rxjava-core/src/main/java/rx/operators/OperationSwitch.java rxjava-core/src/main/java/rx/operators/OperationTake.java rxjava-core/src/main/java/rx/operators/OperationToFuture.java rxjava-core/src/main/java/rx/operators/OperationToIterator.java rxjava-core/src/main/java/rx/operators/OperationToObservableFuture.java rxjava-core/src/main/java/rx/operators/SafeObservableSubscription.java rxjava-core/src/main/java/rx/operators/SafeObserver.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Scheduler.java rxjava-core/src/main/java/rx/Subscription.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java rxjava-core/src/main/java/rx/observables/GroupedObservable.java rxjava-core/src/main/java/rx/operators/OperationAll.java rxjava-core/src/main/java/rx/operators/OperationMulticast.java rxjava-core/src/main/java/rx/operators/OperationSubscribeOn.java rxjava-core/src/main/java/rx/operators/OperationSwitch.java rxjava-core/src/main/java/rx/operators/OperationTake.java rxjava-core/src/main/java/rx/operators/OperationToFuture.java rxjava-core/src/main/java/rx/operators/OperationToIterator.java rxjava-core/src/main/java/rx/operators/OperationToObservableFuture.java rxjava-core/src/main/java/rx/operators/SafeObservableSubscription.java rxjava-core/src/main/java/rx/operators/SafeObserver.java ","",""
127,4f41cd62611f3f6a010e6447bc3fce76321dce61,67ef6a3aff81782f3faa1704ab70ab64a05e13b3,rxjava-0.10.1-39-g67ef6a3af,rxjava-0.11.1-0-g6340bbd7c,"Ben Christensen","2013-08-30T23:07:39-07:00","2013-08-30","Merge pull request #325 from daveray/clj-fn-metadata","Merge pull request #325 from daveray/clj-fn-metadata

Preserve metadata on fn and action macros",1,0,9 ,168 ,20 ,"language-adaptors/rxjava-clojure/src/test/java/rx/lang/clojure/interop/DummyObservable.java ","language-adaptors/rxjava-clojure/src/test/java/rx/lang/clojure/interop/DummyObservable.java ","language-adaptors/rxjava-clojure/src/test/java/rx/lang/clojure/interop/DummyObservable.java ",""
128,4f24e3dd86fa6fd7cd26dace12319d3cf023371d,4f41cd62611f3f6a010e6447bc3fce76321dce61,rxjava-0.11.0-7-g4f41cd626,0.11.2,"Ben Christensen","2013-08-31T13:28:40-07:00","2013-08-31","Merge pull request #330 from daveray/issue-327-clojure-build","Merge pull request #330 from daveray/issue-327-clojure-build

Make DummyObservable visible to clojureTest classpath.",1,0,5 ,8 ,5 ,"language-adaptors/rxjava-clojure/src/main/java/rx/lang/clojure/interop/DummyObservable.java ","language-adaptors/rxjava-clojure/src/main/java/rx/lang/clojure/interop/DummyObservable.java ","language-adaptors/rxjava-clojure/src/main/java/rx/lang/clojure/interop/DummyObservable.java ",""
129,ee94970f97a99133bc0f543d0c0d744bd61ca128,4f24e3dd86fa6fd7cd26dace12319d3cf023371d,rxjava-0.11.0-7-g4f41cd626,0.11.2,"Ben Christensen","2013-08-31T14:15:47-07:00","2013-08-31","Merge pull request #332 from benjchristensen/issue-329-unit-tests","Merge pull request #332 from benjchristensen/issue-329-unit-tests

Issue 329: Fix non-deterministic unit tests",1,0,5 ,32 ,52 ,"rxjava-core/src/main/java/rx/operators/OperationGroupBy.java rxjava-core/src/main/java/rx/operators/OperationMaterialize.java rxjava-core/src/main/java/rx/operators/OperationNext.java rxjava-core/src/main/java/rx/plugins/RxJavaPlugins.java rxjava-core/src/test/java/rx/concurrency/TestSchedulers.java ","rxjava-core/src/main/java/rx/operators/OperationGroupBy.java rxjava-core/src/main/java/rx/operators/OperationMaterialize.java rxjava-core/src/main/java/rx/operators/OperationNext.java rxjava-core/src/main/java/rx/plugins/RxJavaPlugins.java rxjava-core/src/test/java/rx/concurrency/TestSchedulers.java ","",""
130,ec88d58a5fd4159c7b5392f47b40db2e7a2c57b8,ee94970f97a99133bc0f543d0c0d744bd61ca128,rxjava-0.11.1-11-gee94970f9,0.12.0,"Ben Christensen","2013-09-04T15:43:28-07:00","2013-09-04","Merge pull request #343 from benjchristensen/covariant-support","Merge pull request #343 from benjchristensen/covariant-support

Covariant Support with super/extends and OnSubscribeFunc",1,0,98 ,1658 ,1138 ,"language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyOnSubscribeFuncWrapper.java language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/RxGroovyExtensionModule.java rxjava-contrib/rxjava-android/src/main/java/rx/android/concurrency/HandlerThreadScheduler.java rxjava-contrib/rxjava-swing/src/main/java/rx/concurrency/SwingScheduler.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/AbstractButtonSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/ComponentEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/KeyEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/MouseEventSource.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Scheduler.java rxjava-core/src/main/java/rx/concurrency/CurrentThreadScheduler.java rxjava-core/src/main/java/rx/concurrency/DiscardableAction.java rxjava-core/src/main/java/rx/concurrency/ExecutorScheduler.java rxjava-core/src/main/java/rx/concurrency/ImmediateScheduler.java rxjava-core/src/main/java/rx/concurrency/NewThreadScheduler.java ","language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyOnSubscribeFuncWrapper.java language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/RxGroovyExtensionModule.java rxjava-contrib/rxjava-android/src/main/java/rx/android/concurrency/HandlerThreadScheduler.java rxjava-contrib/rxjava-swing/src/main/java/rx/concurrency/SwingScheduler.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/AbstractButtonSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/ComponentEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/KeyEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/MouseEventSource.java rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/Scheduler.java rxjava-core/src/main/java/rx/concurrency/CurrentThreadScheduler.java rxjava-core/src/main/java/rx/concurrency/DiscardableAction.java rxjava-core/src/main/java/rx/concurrency/ExecutorScheduler.java rxjava-core/src/main/java/rx/concurrency/ImmediateScheduler.java rxjava-core/src/main/java/rx/concurrency/NewThreadScheduler.java ","language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyOnSubscribeFuncWrapper.java rxjava-core/src/test/java/rx/CovarianceTest.java ",""
131,74cd3d4b8de637ffec7b609de8c3f8e4efa56d6e,ec88d58a5fd4159c7b5392f47b40db2e7a2c57b8,rxjava-0.11.1-11-gee94970f9,0.12.0,"Ben Christensen","2013-09-04T16:14:44-07:00","2013-09-04","Merge pull request #345 from benjchristensen/unit-test-cleanup-with-create","Merge pull request #345 from benjchristensen/unit-test-cleanup-with-create

Remove unnecessary Observable constructor",1,0,19 ,197 ,325 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java rxjava-core/src/main/java/rx/operators/OperationCombineLatest.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationMaterialize.java rxjava-core/src/main/java/rx/operators/OperationMerge.java rxjava-core/src/main/java/rx/operators/OperationMergeDelayError.java rxjava-core/src/main/java/rx/operators/OperationMostRecent.java rxjava-core/src/main/java/rx/operators/OperationMulticast.java rxjava-core/src/main/java/rx/operators/OperationNext.java rxjava-core/src/main/java/rx/operators/OperationOnErrorResumeNextViaFunction.java rxjava-core/src/main/java/rx/operators/OperationOnErrorResumeNextViaObservable.java rxjava-core/src/main/java/rx/operators/OperationOnErrorReturn.java rxjava-core/src/main/java/rx/operators/OperationOnExceptionResumeNextViaObservable.java rxjava-core/src/main/java/rx/operators/OperationSynchronize.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java rxjava-core/src/main/java/rx/operators/OperationCombineLatest.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationMaterialize.java rxjava-core/src/main/java/rx/operators/OperationMerge.java rxjava-core/src/main/java/rx/operators/OperationMergeDelayError.java rxjava-core/src/main/java/rx/operators/OperationMostRecent.java rxjava-core/src/main/java/rx/operators/OperationMulticast.java rxjava-core/src/main/java/rx/operators/OperationNext.java rxjava-core/src/main/java/rx/operators/OperationOnErrorResumeNextViaFunction.java rxjava-core/src/main/java/rx/operators/OperationOnErrorResumeNextViaObservable.java rxjava-core/src/main/java/rx/operators/OperationOnErrorReturn.java rxjava-core/src/main/java/rx/operators/OperationOnExceptionResumeNextViaObservable.java rxjava-core/src/main/java/rx/operators/OperationSynchronize.java ","",""
132,e81577be686ec147553853d7b4e44ba5da016d41,74cd3d4b8de637ffec7b609de8c3f8e4efa56d6e,rxjava-0.11.1-11-gee94970f9,0.12.0,"Ben Christensen","2013-09-04T18:10:01-07:00","2013-09-04","Merge pull request #346 from benjchristensen/BlockingObservable","Merge pull request #346 from benjchristensen/BlockingObservable

BlockingObservable Refactor",1,0,4 ,85 ,284 ,"rxjava-core/src/main/java/rx/observables/BlockingObservable.java ","rxjava-core/src/main/java/rx/observables/BlockingObservable.java ","",""
133,67d8ac7ad74dac96f75ef1a5ab7f7aaf983540b3,e81577be686ec147553853d7b4e44ba5da016d41,rxjava-0.11.1-11-gee94970f9,0.12.0,"Ben Christensen","2013-09-04T23:44:08-07:00","2013-09-04","Merge pull request #348 from benjchristensen/switchOnNext","Merge pull request #348 from benjchristensen/switchOnNext

switchDo to switchOnNext",1,0,4 ,483 ,493 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java ","",""
134,2221198061bf5558a3cfbfd841ea695fd40fec57,67d8ac7ad74dac96f75ef1a5ab7f7aaf983540b3,rxjava-0.11.1-11-gee94970f9,0.12.0,"Ben Christensen","2013-09-05T15:14:02-07:00","2013-09-05","Merge pull request #349 from benjchristensen/window-operator","Merge pull request #349 from benjchristensen/window-operator

Window Operator",1,1,8 ,1647 ,679 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/ChunkedOperation.java rxjava-core/src/main/java/rx/operators/OperationBuffer.java rxjava-core/src/main/java/rx/operators/OperationWindow.java rxjava-core/src/main/java/rx/util/Closing.java rxjava-core/src/main/java/rx/util/Closings.java rxjava-core/src/main/java/rx/util/Opening.java rxjava-core/src/main/java/rx/util/Openings.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/ChunkedOperation.java rxjava-core/src/main/java/rx/operators/OperationBuffer.java rxjava-core/src/main/java/rx/operators/OperationWindow.java rxjava-core/src/main/java/rx/util/Closing.java rxjava-core/src/main/java/rx/util/Closings.java rxjava-core/src/main/java/rx/util/Opening.java rxjava-core/src/main/java/rx/util/Openings.java ","rxjava-core/src/main/java/rx/operators/ChunkedOperation.java rxjava-core/src/main/java/rx/operators/OperationWindow.java rxjava-core/src/main/java/rx/util/Closing.java rxjava-core/src/main/java/rx/util/Closings.java rxjava-core/src/main/java/rx/util/Opening.java rxjava-core/src/main/java/rx/util/Openings.java ",""
135,0b4b390cc29e0fbb8d163b606fdda037ada7a154,2221198061bf5558a3cfbfd841ea695fd40fec57,0.11.3-43-g222119806,0.12.1,"Ben Christensen","2013-09-06T09:29:38-07:00","2013-09-06","Merge pull request #351 from benjchristensen/window-fix","Merge pull request #351 from benjchristensen/window-fix

Fix Observable.window static/instance bug",1,0,4 ,106 ,41 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/test/java/rx/ObservableWindowTests.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/test/java/rx/ObservableWindowTests.java ","rxjava-core/src/test/java/rx/ObservableWindowTests.java ",""
136,d3791f6d324a1da5b799d75c4d915a1d08e384da,0b4b390cc29e0fbb8d163b606fdda037ada7a154,0.11.3-43-g222119806,0.12.1,"Ben Christensen","2013-09-06T09:34:11-07:00","2013-09-06","Merge pull request #350 from jmhofer/swing","Merge pull request #350 from jmhofer/swing

A little Swing wrap-up",1,0,8 ,125 ,16 ,"rxjava-contrib/rxjava-swing/src/main/java/rx/observables/SwingObservable.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/AbstractButtonSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/ComponentEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/KeyEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/MouseEventSource.java rxjava-core/src/main/java/rx/operators/OperationMostRecent.java rxjava-core/src/main/java/rx/operators/OperationNext.java rxjava-core/src/test/java/rx/ObservableTests.java ","rxjava-contrib/rxjava-swing/src/main/java/rx/observables/SwingObservable.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/AbstractButtonSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/ComponentEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/KeyEventSource.java rxjava-contrib/rxjava-swing/src/main/java/rx/swing/sources/MouseEventSource.java rxjava-core/src/main/java/rx/operators/OperationMostRecent.java rxjava-core/src/main/java/rx/operators/OperationNext.java rxjava-core/src/test/java/rx/ObservableTests.java ","",""
137,4effe8112f872497706d6fa06ae946dacb5e0aab,d3791f6d324a1da5b799d75c4d915a1d08e384da,0.12.0-11-gd3791f6d3,0.12.2,"George Campbell","2013-09-06T12:02:36-07:00","2013-09-06","Merge pull request #352 from abersnaze/groovy-wrapper","Merge pull request #352 from abersnaze/groovy-wrapper

Adding Func5-9 and N to the wrapper",1,0,2 ,49 ,3 ,"language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyFunctionWrapper.java ","language-adaptors/rxjava-groovy/src/main/java/rx/lang/groovy/GroovyFunctionWrapper.java ","",""
138,176280e6bb3684cb9db8274c1ca64060a71c5a89,4effe8112f872497706d6fa06ae946dacb5e0aab,0.12.1-3-g4effe8112,0.13.0,"Ben Christensen","2013-09-07T00:05:51-07:00","2013-09-07","Merge pull request #353 from benjchristensen/take-unit-test","Merge pull request #353 from benjchristensen/take-unit-test

Take Operator Error Handling",1,1,3 ,44 ,1 ,"rxjava-core/src/test/java/rx/ObservableTests.java ","rxjava-core/src/test/java/rx/ObservableTests.java ","",""
139,2a3bb5a5e45d6fd5ce9080e2818db6da40ebf6d1,176280e6bb3684cb9db8274c1ca64060a71c5a89,0.12.1-3-g4effe8112,0.13.0,"Ben Christensen","2013-09-09T09:52:15-07:00","2013-09-09","Merge pull request #354 from jmhofer/count-sum-average","Merge pull request #354 from jmhofer/count-sum-average

Count, Sum, Average implementations",1,0,4 ,491 ,2 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationAverage.java rxjava-core/src/main/java/rx/operators/OperationSum.java rxjava-core/src/test/java/rx/ObservableTests.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationAverage.java rxjava-core/src/main/java/rx/operators/OperationSum.java rxjava-core/src/test/java/rx/ObservableTests.java ","rxjava-core/src/main/java/rx/operators/OperationAverage.java rxjava-core/src/main/java/rx/operators/OperationSum.java ",""
140,6365f88002ab9ce2af8e03903b8c0b800581ab28,2a3bb5a5e45d6fd5ce9080e2818db6da40ebf6d1,0.12.1-3-g4effe8112,0.13.0,"Ben Christensen","2013-09-09T09:53:05-07:00","2013-09-09","Merge pull request #355 from jmhofer/skip-while","Merge pull request #355 from jmhofer/skip-while

implemented skipWhile and skipWhileWithIndex (#80)",1,1,2 ,222 ,0,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationSkipWhile.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/operators/OperationSkipWhile.java ","rxjava-core/src/main/java/rx/operators/OperationSkipWhile.java ",""
141,700e91d2cd37cf41951bdc03b8f4e72b27c3c9a3,6365f88002ab9ce2af8e03903b8c0b800581ab28,0.12.1-3-g4effe8112,0.13.0,"Ben Christensen","2013-09-09T09:53:56-07:00","2013-09-09","Merge pull request #356 from jmhofer/interval","Merge pull request #356 from jmhofer/interval

Added interval methods to Observable, where they were still missing",1,1,1 ,30 ,0,"rxjava-core/src/main/java/rx/Observable.java ","rxjava-core/src/main/java/rx/Observable.java ","",""
142,96feb27e1b90cb93a64295de077cffb1a7d9ea9b,700e91d2cd37cf41951bdc03b8f4e72b27c3c9a3,0.12.1-3-g4effe8112,0.13.0,"Ben Christensen","2013-09-09T17:54:16-07:00","2013-09-09","Merge pull request #361 from benjchristensen/issue-359-varargs","Merge pull request #361 from benjchristensen/issue-359-varargs

Fix vararg issues reported in https://github.com/Netflix/RxJava/issues/359",1,0,15 ,1563 ,131 ,"rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java rxjava-core/src/main/java/rx/operators/OperationAverage.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationGroupBy.java rxjava-core/src/main/java/rx/operators/OperationMerge.java rxjava-core/src/main/java/rx/operators/OperationSum.java rxjava-core/src/main/java/rx/operators/OperationTakeLast.java rxjava-core/src/test/java/rx/ConcatTests.java rxjava-core/src/test/java/rx/CovarianceTest.java rxjava-core/src/test/java/rx/ObservableTests.java rxjava-core/src/test/java/rx/StartWithTests.java ","rxjava-core/src/main/java/rx/Observable.java rxjava-core/src/main/java/rx/observables/BlockingObservable.java rxjava-core/src/main/java/rx/operators/OperationAverage.java rxjava-core/src/main/java/rx/operators/OperationConcat.java rxjava-core/src/main/java/rx/operators/OperationGroupBy.java rxjava-core/src/main/java/rx/operators/OperationMerge.java rxjava-core/src/main/java/rx/operators/OperationSum.java rxjava-core/src/main/java/rx/operators/OperationTakeLast.java rxjava-core/src/test/java/rx/ConcatTests.java rxjava-core/src/test/java/rx/CovarianceTest.java rxjava-core/src/test/java/rx/ObservableTests.java rxjava-core/src/test/java/rx/StartWithTests.java ","rxjava-core/src/test/java/rx/ConcatTests.java rxjava-core/src/test/java/rx/StartWithTests.java ",""
